report_date,report_count,rolling_30_day_avg,anomaly_pct,anomaly_status,search_interests
2019-03-06,1,3.1,-67.74,Normal,0
2019-03-07,1,2.91,-65.64,Normal,0
2019-03-08,1,2.75,-63.64,Normal,0
2019-03-11,1,2.62,-61.83,Normal,0
2019-03-14,1,2.75,-63.64,Normal,0
2019-03-16,1,2.62,-61.83,Normal,0
2019-03-21,3,2.92,2.74,Normal,0
2019-03-22,2,2.85,-29.82,Normal,0
2019-03-25,1,2.85,-64.91,Normal,0
2019-03-27,1,2.71,-63.1,Normal,0
2019-03-28,1,2.6,-61.54,Normal,0
2019-04-01,1,1.29,-22.48,Normal,9
2019-04-02,2,1.33,50.38,Elevated,0
2019-04-03,1,1.33,-24.81,Normal,0
2019-04-04,1,1.27,-21.26,Normal,0
2019-04-05,2,1.33,50.38,Elevated,0
2019-04-09,1,1.36,-26.47,Normal,0
2019-04-10,1,1.36,-26.47,Normal,0
2019-04-12,1,1.33,-24.81,Normal,0
2019-04-15,2,1.43,39.86,Normal,0
2019-04-17,1,1.4,-28.57,Normal,0
2019-04-22,1,1.21,-17.36,Normal,0
2019-04-25,3,1.36,120.59,Anomaly,0
2019-04-29,1,1.38,-27.54,Normal,0
2019-05-02,1,1.33,-24.81,Normal,0
2019-05-03,2,1.42,40.85,Normal,0
2019-05-06,1,1.36,-26.47,Normal,0
2019-05-15,3,1.63,84.05,Elevated,0
2019-05-21,1,1.63,-38.65,Normal,0
2019-05-23,1,1.63,-38.65,Normal,0
2019-05-29,2,1.57,27.39,Normal,0
2019-05-30,2,1.63,22.7,Normal,0
2019-06-03,1,1.57,-36.31,Normal,0
2019-06-04,2,1.63,22.7,Normal,0
2019-06-07,1,1.63,-38.65,Normal,0
2019-06-10,3,1.78,68.54,Elevated,0
2019-06-11,1,1.7,-41.18,Normal,0
2019-06-12,1,1.64,-39.02,Normal,0
2019-06-13,1,1.58,-36.71,Normal,0
2019-06-18,1,1.42,-29.58,Normal,0
2019-06-19,2,1.46,36.99,Normal,0
2019-06-20,1,1.46,-31.51,Normal,0
2019-06-24,1,1.46,-31.51,Normal,0
2019-06-25,1,1.43,-30.07,Normal,0
2019-06-27,1,1.4,-28.57,Normal,0
2019-06-28,2,1.4,42.86,Normal,0
2019-07-04,1,1.31,-23.66,Normal,0
2019-07-08,1,1.31,-23.66,Normal,0
2019-07-10,1,1.15,-13.04,Normal,0
2019-07-15,74,7.82,846.29,Anomaly,0
2019-07-18,1,7.82,-87.21,Normal,0
2019-07-20,1,8.4,-88.1,Normal,0
2019-07-24,1,8.4,-88.1,Normal,0
2019-08-05,1,11.43,-91.25,Normal,0
2019-08-09,1,13.17,-92.41,Normal,0
2019-08-15,2,1.17,70.94,Elevated,0
2019-08-21,5,2.0,150.0,Anomaly,0
2019-08-22,1,1.83,-45.36,Normal,0
2019-08-26,1,1.83,-45.36,Normal,0
2019-08-27,1,1.71,-41.52,Normal,0
2019-08-28,2,1.75,14.29,Normal,0
2019-08-29,1,1.67,-40.12,Normal,0
2019-08-30,1,1.6,-37.5,Normal,0
2019-09-03,3,1.73,73.41,Elevated,0
2019-09-05,1,1.73,-42.2,Normal,0
2019-09-06,1,1.67,-40.12,Normal,0
2019-09-08,1,1.67,-40.12,Normal,0
2019-09-09,1,1.62,-38.27,Normal,0
2019-09-13,1,1.57,-36.31,Normal,0
2019-09-24,1,1.25,-20.0,Normal,0
2019-09-25,1,1.25,-20.0,Normal,0
2019-09-26,1,1.25,-20.0,Normal,0
2019-09-27,1,1.17,-14.53,Normal,0
2019-09-30,1,1.18,-15.25,Normal,0
2019-10-06,1,1.0,0.0,Normal,0
2019-10-08,1,1.0,0.0,Normal,0
2019-10-15,1,1.0,0.0,Normal,0
2019-10-16,2,1.11,80.18,Elevated,0
2019-10-18,2,1.2,66.67,Elevated,0
2019-10-21,1,1.18,-15.25,Normal,0
2019-10-23,2,1.25,60.0,Elevated,0
2019-10-25,2,1.36,47.06,Normal,0
2019-11-01,2,1.56,28.21,Normal,10
2019-11-05,1,1.56,-35.9,Normal,0
2019-11-11,1,1.56,-35.9,Normal,0
2019-11-12,2,1.6,25.0,Normal,0
2019-11-13,2,1.64,21.95,Normal,0
2019-11-18,1,1.56,-35.9,Normal,0
2019-11-20,1,1.56,-35.9,Normal,0
2019-11-27,1,1.38,-27.54,Normal,0
2019-11-29,1,1.33,-24.81,Normal,0
2019-12-02,1,1.22,-18.03,Normal,0
2019-12-03,1,1.2,-16.67,Normal,0
2019-12-04,1,1.18,-15.25,Normal,0
2019-12-06,2,1.27,57.48,Elevated,0
2019-12-11,1,1.27,-21.26,Normal,0
2019-12-13,1,1.1,-9.09,Normal,0
2019-12-16,1,1.09,-8.26,Normal,0
2019-12-23,2,1.2,66.67,Elevated,0
2019-12-26,3,1.36,120.59,Anomaly,0
2019-12-27,1,1.36,-26.47,Normal,0
2019-12-30,1,1.36,-26.47,Normal,0
2020-01-03,1,1.44,-30.56,Normal,0
2020-01-06,2,1.44,38.89,Normal,0
2020-01-07,1,1.4,-28.57,Normal,0
2020-01-08,1,1.36,-26.47,Normal,0
2020-01-09,6,1.75,242.86,Anomaly,0
2020-01-10,1,1.75,-42.86,Normal,0
2020-01-15,1,1.82,-45.05,Normal,0
2020-01-17,1,1.75,-42.86,Normal,0
2020-01-20,1,1.69,-40.83,Normal,0
2020-01-23,128,11.38,1024.78,Anomaly,0
2020-01-29,2,13.18,-84.83,Normal,0
2020-01-31,1,12.17,-91.78,Normal,0
2020-02-06,1,14.3,-93.01,Normal,0
2020-02-07,3,14.5,-79.31,Normal,0
2020-02-13,1,15.44,-93.52,Normal,0
2020-02-14,2,15.56,-87.15,Normal,0
2020-02-17,2,15.67,-87.24,Normal,0
2020-02-18,1,14.2,-92.96,Normal,0
2020-02-21,1,14.2,-92.96,Normal,0
2020-02-23,1,1.5,-33.33,Normal,0
2020-02-26,15,2.73,449.45,Anomaly,0
2020-02-27,1,2.58,-61.24,Normal,0
2020-02-28,1,2.5,-60.0,Normal,0
2020-03-04,1,2.5,-60.0,Normal,0
2020-03-06,2,2.46,-18.7,Normal,0
2020-03-09,2,2.5,-20.0,Normal,0
2020-03-11,5,2.69,85.87,Elevated,0
2020-03-16,2,2.83,-29.33,Normal,0
2020-03-18,2,2.83,-29.33,Normal,0
2020-03-19,2,2.92,-31.51,Normal,0
2020-03-20,3,2.92,2.74,Normal,0
2020-03-23,1,2.92,-65.75,Normal,0
2020-03-24,1,2.92,-65.75,Normal,0
2020-03-26,2,2.86,-30.07,Normal,0
2020-03-27,1,1.86,-46.24,Normal,0
2020-03-31,2,2.0,0.0,Normal,0
2020-04-01,2,2.0,0.0,Normal,9
2020-04-07,1,2.0,-50.0,Normal,0
2020-04-08,18,3.23,457.28,Anomaly,0
2020-04-09,1,3.07,-67.43,Normal,0
2020-04-10,1,2.79,-64.16,Normal,0
2020-04-14,2,2.73,-26.74,Normal,0
2020-04-16,3,2.8,7.14,Normal,0
2020-04-19,1,2.77,-63.9,Normal,0
2020-04-20,1,2.64,-62.12,Normal,0
2020-04-24,1,2.77,-63.9,Normal,0
2020-04-28,2,2.92,-31.51,Normal,0
2020-04-29,2,2.85,-29.82,Normal,0
2020-05-04,2,2.92,-31.51,Normal,0
2020-05-05,1,2.77,-63.9,Normal,0
2020-05-06,1,2.64,-62.12,Normal,0
2020-05-08,1,1.46,-31.51,Normal,0
2020-05-11,2,1.58,26.58,Normal,0
2020-05-12,1,1.54,-35.06,Normal,0
2020-05-14,1,1.46,-31.51,Normal,0
2020-05-21,1,1.36,-26.47,Normal,0
2020-05-24,3,1.55,93.55,Elevated,0
2020-05-25,1,1.5,-33.33,Normal,0
2020-06-01,1,1.36,-26.47,Normal,21
2020-06-03,3,1.45,106.9,Anomaly,0
2020-06-06,1,1.5,-33.33,Normal,0
2020-06-08,1,1.5,-33.33,Normal,0
2020-06-09,1,1.45,-31.03,Normal,0
2020-06-11,1,1.4,-28.57,Normal,0
2020-06-17,4,1.7,135.29,Anomaly,0
2020-06-22,1,1.7,-41.18,Normal,0
2020-06-23,1,1.5,-33.33,Normal,0
2020-06-25,130,14.4,802.78,Anomaly,0
2020-06-26,1,13.18,-92.41,Normal,0
2020-06-28,1,12.17,-91.78,Normal,0
2020-06-29,4,11.54,-65.34,Normal,0
2020-07-02,2,11.62,-82.79,Normal,0
2020-07-03,1,11.46,-91.27,Normal,0
2020-07-06,18,12.77,40.96,Normal,0
2020-07-07,2,12.0,-83.33,Normal,0
2020-07-10,2,12.92,-84.52,Normal,0
2020-07-13,3,13.08,-77.06,Normal,0
2020-07-14,1,12.21,-91.81,Normal,0
2020-07-20,1,12.0,-91.67,Normal,0
2020-07-27,2,3.36,-40.48,Normal,0
2020-07-31,1,3.3,-69.7,Normal,0
2020-08-03,1,3.44,-70.93,Normal,0
2020-08-11,1,1.43,-30.07,Normal,0
2020-08-14,1,1.17,-14.53,Normal,0
2020-08-20,1,1.17,-14.53,Normal,0
2020-08-21,1,1.14,-12.28,Normal,0
2020-08-24,1,1.13,-11.5,Normal,0
2020-09-07,1,1.0,0.0,Normal,0
2020-09-08,1,1.0,0.0,Normal,0
2020-09-16,1,1.0,0.0,Normal,0
2020-09-17,2,1.14,75.44,Elevated,0
2020-09-22,1,1.17,-14.53,Normal,0
2020-10-01,1,1.17,-14.53,Normal,22
2020-10-02,1,1.14,-12.28,Normal,0
2020-10-06,16,3.0,433.33,Anomaly,0
2020-10-07,1,3.0,-66.67,Normal,0
2020-10-12,2,3.13,-36.1,Normal,0
2020-10-15,1,2.89,-65.4,Normal,0
2020-10-18,2,3.13,-36.1,Normal,0
2020-11-03,1,3.83,-73.89,Normal,0
2020-11-12,4,2.0,100.0,Elevated,0
2020-11-18,1,2.0,-50.0,Normal,0
2020-11-24,1,1.75,-42.86,Normal,0
2020-12-11,1,1.75,-42.86,Normal,0
2021-01-05,1,1.0,0.0,Normal,0
2021-01-07,1,1.0,0.0,Normal,0
2021-01-08,31,8.5,264.71,Anomaly,0
2021-01-20,1,8.5,-88.24,Normal,0
2021-01-21,1,7.0,-85.71,Normal,0
2021-01-28,1,6.0,-83.33,Normal,0
2021-02-01,1,5.29,-81.1,Normal,37
2021-02-02,1,4.75,-78.95,Normal,0
2021-02-03,1,4.33,-76.91,Normal,0
2021-02-04,1,4.33,-76.91,Normal,0
2021-02-16,1,1.0,0.0,Normal,0
2021-03-02,13,3.0,333.33,Anomaly,0
2021-03-11,1,5.0,-80.0,Normal,0
2021-03-25,1,5.0,-80.0,Normal,0
2021-04-01,1,1.0,0.0,Normal,37
2021-04-06,1,1.0,0.0,Normal,0
2021-04-22,1,1.0,0.0,Normal,0
2021-04-26,1,1.0,0.0,Normal,0
2021-04-29,1,1.0,0.0,Normal,0
2021-05-03,1,1.0,0.0,Normal,0
2021-05-05,1,1.0,0.0,Normal,0
2021-05-18,1,1.0,0.0,Normal,0
2021-05-26,2,1.2,66.67,Elevated,0
2021-05-28,1,1.17,-14.53,Normal,0
2021-05-31,1,1.17,-14.53,Normal,0
2021-06-09,1,1.2,-16.67,Normal,0
2021-06-17,2,1.4,42.86,Normal,0
2021-06-25,1,1.2,-16.67,Normal,0
2021-06-29,1,1.2,-16.67,Normal,0
2021-07-01,1,1.2,-16.67,Normal,56
2021-07-05,1,1.17,-14.53,Normal,0
2021-07-14,25,5.17,383.56,Anomaly,0
2021-07-16,1,4.57,-78.12,Normal,0
2021-07-25,1,5.0,-80.0,Normal,0
2021-08-11,1,7.0,-85.71,Normal,0
2021-08-18,2,1.33,50.38,Elevated,0
2021-08-27,2,1.67,19.76,Normal,0
2021-09-06,1,1.5,-33.33,Normal,0
2021-09-08,1,1.4,-28.57,Normal,0
2021-09-16,1,1.4,-28.57,Normal,0
2021-09-17,12,3.4,252.94,Anomaly,0
2021-09-20,1,3.0,-66.67,Normal,0
2021-09-21,2,2.86,-30.07,Normal,0
2021-09-27,2,2.86,-30.07,Normal,0
2021-09-30,3,2.88,4.17,Normal,0
2021-10-11,1,3.14,-68.15,Normal,0
2021-10-20,2,2.0,0.0,Normal,0
2021-10-21,1,1.8,-44.44,Normal,0
2021-10-22,1,1.67,-40.12,Normal,0
2021-10-27,1,1.5,-33.33,Normal,0
2021-10-28,1,1.43,-30.07,Normal,0
2021-10-29,1,1.38,-27.54,Normal,0
2021-11-03,1,1.13,-11.5,Normal,0
2021-11-04,2,1.22,63.93,Elevated,0
2021-11-08,1,1.2,-16.67,Normal,0
2021-11-10,1,1.2,-16.67,Normal,0
2021-11-12,2,1.27,57.48,Elevated,0
2021-11-18,1,1.25,-20.0,Normal,0
2021-11-19,1,1.17,-14.53,Normal,0
2021-11-21,1,1.18,-15.25,Normal,0
2021-11-25,2,1.25,60.0,Elevated,0
2021-11-29,1,1.3,-23.08,Normal,0
2021-12-01,1,1.27,-21.26,Normal,76
2021-12-02,1,1.25,-20.0,Normal,0
2021-12-06,1,1.18,-15.25,Normal,0
2021-12-13,1,1.11,-9.91,Normal,0
2021-12-14,1,1.1,-9.09,Normal,0
2021-12-17,21,2.91,621.65,Anomaly,0
2021-12-20,2,3.2,-37.5,Normal,0
2022-01-03,2,4.67,-57.17,Normal,0
2022-01-05,1,4.67,-78.59,Normal,0
2022-01-06,1,4.14,-75.85,Normal,0
2022-01-09,1,3.75,-73.33,Normal,0
2022-01-11,21,5.67,270.37,Anomaly,0
2022-01-13,1,6.25,-84.0,Normal,0
2022-01-24,1,4.0,-75.0,Normal,0
2022-01-25,1,3.63,-72.45,Normal,0
2022-01-27,1,3.33,-69.97,Normal,0
2022-01-28,1,3.1,-67.74,Normal,0
2022-02-06,1,3.5,-71.43,Normal,0
2022-02-07,1,3.22,-68.94,Normal,0
2022-02-09,1,3.22,-68.94,Normal,0
2022-02-10,1,1.0,0.0,Normal,0
2022-02-15,2,1.11,80.18,Elevated,0
2022-02-18,1,1.1,-9.09,Normal,0
2022-02-22,20,2.82,609.22,Anomaly,0
2022-02-23,1,2.82,-64.54,Normal,0
2022-02-24,1,2.82,-64.54,Normal,0
2022-02-28,1,3.0,-66.67,Normal,0
2022-03-02,1,2.82,-64.54,Normal,0
2022-03-05,1,2.67,-62.55,Normal,0
2022-03-07,1,2.54,-60.63,Normal,0
2022-03-10,1,2.67,-62.55,Normal,0
2022-03-14,1,2.82,-64.54,Normal,0
2022-03-22,43,7.1,505.63,Anomaly,0
2022-03-30,1,7.0,-85.71,Normal,0
2022-04-07,2,9.6,-79.17,Normal,0
2022-04-08,2,8.33,-75.99,Normal,0
2022-04-11,1,8.33,-88.0,Normal,0
2022-04-12,1,7.29,-86.28,Normal,0
2022-04-13,3,7.57,-60.37,Normal,0
2022-04-14,1,6.75,-85.19,Normal,0
2022-04-21,1,1.5,-33.33,Normal,0
2022-04-25,1,1.44,-30.56,Normal,0
2022-04-27,1,1.4,-28.57,Normal,0
2022-05-02,1,1.4,-28.57,Normal,0
2022-05-03,1,1.36,-26.47,Normal,0
2022-05-05,1,1.33,-24.81,Normal,0
2022-05-09,1,1.18,-15.25,Normal,0
2022-05-11,2,1.27,57.48,Elevated,0
2022-05-15,1,1.11,-9.91,Normal,0
2022-05-20,1,1.1,-9.09,Normal,0
2022-05-23,1,1.1,-9.09,Normal,0
2022-05-27,1,1.11,-9.91,Normal,0
2022-05-30,1,1.1,-9.09,Normal,0
2022-05-31,1,1.09,-8.26,Normal,0
2022-06-05,1,1.11,-9.91,Normal,0
2022-06-06,1,1.1,-9.09,Normal,0
2022-06-07,1,1.09,-8.26,Normal,0
2022-06-10,2,1.1,81.82,Elevated,0
2022-06-13,1,1.09,-8.26,Normal,0
2022-06-17,1,1.09,-8.26,Normal,0
2022-06-20,54,5.91,813.71,Anomaly,0
2022-06-29,1,7.0,-85.71,Normal,0
2022-07-04,1,7.0,-85.71,Normal,0
2022-07-07,1,8.71,-88.52,Normal,0
2022-07-08,3,8.0,-62.5,Normal,0
2022-07-11,1,7.88,-87.31,Normal,0
2022-07-12,25,9.78,155.62,Anomaly,0
2022-07-14,1,9.78,-89.78,Normal,0
2022-07-15,2,9.0,-77.78,Normal,0
2022-07-18,2,9.1,-78.02,Normal,0
2022-07-19,2,8.45,-76.33,Normal,0
2022-07-20,1,3.64,-72.53,Normal,0
2022-07-21,1,3.42,-70.76,Normal,0
2022-07-22,3,3.38,-11.24,Normal,0
2022-07-25,4,3.43,16.62,Normal,0
2022-07-26,4,3.47,15.27,Normal,0
2022-07-27,2,3.37,-40.65,Normal,0
2022-07-29,3,3.5,-14.29,Normal,0
2022-08-01,2,3.41,-41.35,Normal,165
2022-08-02,6,3.56,68.54,Elevated,0
2022-08-03,2,3.61,-44.6,Normal,0
2022-08-05,2,3.53,-43.34,Normal,0
2022-08-08,2,3.61,-44.6,Normal,0
2022-08-09,2,3.53,-43.34,Normal,0
2022-08-10,2,3.58,-44.13,Normal,0
2022-08-11,6,2.58,132.56,Anomaly,0
2022-08-12,1,2.5,-60.0,Normal,0
2022-08-15,1,2.53,-60.47,Normal,0
2022-08-16,1,2.45,-59.18,Normal,0
2022-08-17,2,2.45,-18.37,Normal,0
2022-08-18,3,2.5,20.0,Normal,0
2022-08-22,2,2.61,-23.37,Normal,0
2022-08-23,2,2.58,-22.48,Normal,0
2022-08-24,1,2.42,-58.68,Normal,0
2022-08-25,1,2.26,-55.75,Normal,0
2022-08-26,4,2.37,68.78,Elevated,0
2022-08-29,2,2.32,-13.79,Normal,0
2022-08-30,1,2.25,-55.56,Normal,0
2022-08-31,4,2.35,70.21,Elevated,0
2022-09-01,2,2.15,-6.98,Normal,185
2022-09-02,3,2.2,36.36,Normal,0
2022-09-05,1,2.15,-53.49,Normal,0
2022-09-06,5,2.29,118.34,Anomaly,0
2022-09-07,3,2.33,28.76,Normal,0
2022-09-08,3,2.38,26.05,Normal,0
2022-09-09,6,2.57,133.46,Anomaly,0
2022-09-10,2,2.38,-15.97,Normal,0
2022-09-12,1,2.38,-57.98,Normal,0
2022-09-13,3,2.41,24.48,Normal,0
2022-09-14,4,2.55,56.86,Elevated,0
2022-09-15,1,2.55,-60.78,Normal,0
2022-09-16,6,2.73,119.78,Anomaly,0
2022-09-17,1,2.64,-62.12,Normal,0
2022-09-19,5,2.74,82.48,Elevated,0
2022-09-20,3,2.75,9.09,Normal,0
2022-09-21,1,2.71,-63.1,Normal,0
2022-09-22,6,2.87,109.06,Anomaly,0
2022-09-23,2,2.92,-31.51,Normal,0
2022-09-24,2,2.96,-32.43,Normal,0
2022-09-26,2,2.87,-30.31,Normal,0
2022-09-27,1,2.8,-64.29,Normal,0
2022-09-28,4,2.88,38.89,Normal,0
2022-09-29,4,3.0,33.33,Normal,0
2022-09-30,3,2.96,1.35,Normal,0
2022-10-03,2,2.96,-32.43,Normal,0
2022-10-04,6,3.08,94.81,Elevated,0
2022-10-06,2,3.04,-34.21,Normal,0
2022-10-07,7,3.21,118.07,Anomaly,0
2022-10-08,2,3.17,-36.91,Normal,0
2022-10-10,5,3.17,57.73,Elevated,0
2022-10-11,3,3.17,-5.36,Normal,0
2022-10-12,1,3.17,-68.45,Normal,0
2022-10-13,4,3.21,24.61,Normal,0
2022-10-14,3,3.17,-5.36,Normal,0
2022-10-16,3,3.13,-4.15,Normal,0
2022-10-17,5,3.3,51.52,Elevated,0
2022-10-18,6,3.42,75.44,Elevated,0
2022-10-19,6,3.46,73.41,Elevated,0
2022-10-20,6,3.58,67.6,Elevated,0
2022-10-21,1,3.58,-72.07,Normal,0
2022-10-22,1,3.37,-70.33,Normal,0
2022-10-24,2,3.43,-41.69,Normal,0
2022-10-25,6,3.54,69.49,Elevated,0
2022-10-26,10,3.87,158.4,Anomaly,0
2022-10-27,3,3.96,-24.24,Normal,0
2022-10-28,1,3.83,-73.89,Normal,0
2022-10-29,1,3.71,-73.05,Normal,0
2022-10-30,2,3.67,-45.5,Normal,0
2022-10-31,16,4.16,284.62,Anomaly,0
2022-11-01,7,4.27,63.93,Elevated,239
2022-11-02,6,4.42,35.75,Normal,0
2022-11-03,5,4.38,14.16,Normal,0
2022-11-04,2,4.3,-53.49,Normal,0
2022-11-06,2,4.19,-52.27,Normal,0
2022-11-07,4,4.27,-6.32,Normal,0
2022-11-08,5,4.3,16.28,Normal,0
2022-11-09,13,4.59,183.22,Anomaly,0
2022-11-10,8,4.78,67.36,Elevated,0
2022-11-11,3,4.85,-38.14,Normal,0
2022-11-12,1,4.74,-78.9,Normal,0
2022-11-13,1,4.67,-78.59,Normal,0
2022-11-14,13,4.96,162.1,Anomaly,0
2022-11-15,12,5.29,126.84,Anomaly,0
2022-11-16,3,5.21,-42.42,Normal,0
2022-11-17,3,5.11,-41.29,Normal,0
2022-11-18,1,4.93,-79.72,Normal,0
2022-11-20,2,4.93,-59.43,Normal,0
2022-11-21,2,4.96,-59.68,Normal,0
2022-11-22,2,4.86,-58.85,Normal,0
2022-11-23,5,4.96,0.81,Normal,0
2022-11-24,2,4.82,-58.51,Normal,0
2022-11-25,2,4.54,-55.95,Normal,0
2022-11-28,6,4.92,21.95,Normal,0
2022-11-29,4,5.0,-20.0,Normal,0
2022-11-30,1,4.42,-77.38,Normal,0
2022-12-01,3,4.27,-29.74,Normal,258
2022-12-02,4,4.19,-4.53,Normal,0
2022-12-04,4,4.24,-5.66,Normal,0
2022-12-05,3,4.19,-28.4,Normal,0
2022-12-06,2,4.19,-52.27,Normal,0
2022-12-07,3,4.15,-27.71,Normal,0
2022-12-08,1,4.0,-75.0,Normal,0
2022-12-09,3,3.62,-17.13,Normal,0
2022-12-10,2,3.38,-40.83,Normal,0
2022-12-11,2,3.35,-40.3,Normal,0
2022-12-12,4,3.46,15.61,Normal,0
2022-12-13,4,3.58,11.73,Normal,0
2022-12-14,6,3.31,81.27,Elevated,0
2022-12-15,5,3.04,64.47,Elevated,0
2022-12-16,2,3.0,-33.33,Normal,0
2022-12-17,1,2.92,-65.75,Normal,0
2022-12-18,2,2.96,-32.43,Normal,0
2022-12-19,3,2.96,1.35,Normal,0
2022-12-20,3,3.0,0.0,Normal,0
2022-12-21,4,3.07,30.29,Normal,0
2022-12-22,4,3.15,26.98,Normal,0
2022-12-23,3,3.07,-2.28,Normal,0
2022-12-24,1,3.04,-67.11,Normal,0
2022-12-25,1,3.0,-66.67,Normal,0
2022-12-26,5,3.07,62.87,Elevated,0
2022-12-27,5,3.14,59.24,Elevated,0
2023-01-05,1,2.95,-66.1,Normal,0
2023-01-08,1,2.95,-66.1,Normal,0
2023-01-13,17,3.63,368.32,Anomaly,0
2023-01-17,16,4.92,225.2,Anomaly,0
2023-01-18,1,4.77,-79.04,Normal,0
2023-01-19,1,4.62,-78.35,Normal,0
2023-01-20,1,4.38,-77.17,Normal,0
2023-01-23,1,4.55,-78.02,Normal,0
2023-01-24,4,4.82,-17.01,Normal,0
2023-01-25,1,4.45,-77.53,Normal,0
2023-01-26,2,4.18,-52.15,Normal,0
2023-01-30,1,3.92,-74.49,Normal,0
2023-01-31,1,3.69,-72.9,Normal,0
2023-02-03,1,3.5,-71.43,Normal,0
2023-02-06,2,3.57,-43.98,Normal,0
2023-02-07,2,3.64,-45.05,Normal,0
2023-02-08,1,3.47,-71.18,Normal,0
2023-02-10,1,3.31,-69.79,Normal,0
2023-02-24,1,1.33,-24.81,Normal,0
2023-02-26,1,1.22,-18.03,Normal,0
2023-02-28,5,1.6,212.5,Anomaly,0
2023-03-02,2,1.78,12.36,Normal,0
2023-03-07,1,1.78,-43.82,Normal,0
2023-03-08,2,1.78,12.36,Normal,0
2023-03-10,1,1.75,-42.86,Normal,0
2023-03-13,2,1.88,6.38,Normal,0
2023-03-19,1,1.78,-43.82,Normal,0
2023-03-21,1,1.7,-41.18,Normal,0
2023-03-22,2,1.73,15.61,Normal,0
2023-03-30,1,1.44,-30.56,Normal,0
2023-04-04,1,1.33,-24.81,Normal,0
2023-04-05,1,1.3,-23.08,Normal,0
2023-04-07,2,1.33,50.38,Elevated,0
2023-04-12,1,1.25,-20.0,Normal,0
2023-04-14,1,1.22,-18.03,Normal,0
2023-04-17,1,1.2,-16.67,Normal,0
2023-04-21,1,1.13,-11.5,Normal,0
2023-04-23,1,1.11,-9.91,Normal,0
2023-04-24,1,1.1,-9.09,Normal,0
2023-04-25,1,1.09,-8.26,Normal,0
2023-04-27,2,1.17,70.94,Elevated,0
2023-04-30,1,1.17,-14.53,Normal,0
2023-05-01,1,1.15,-13.04,Normal,509
2023-05-02,1,1.14,-12.28,Normal,0
2023-05-12,1,1.09,-8.26,Normal,0
2023-05-13,1,1.08,-7.41,Normal,0
2023-05-17,1,1.09,-8.26,Normal,0
2023-05-29,1,1.0,0.0,Normal,0
2023-05-30,1,1.0,0.0,Normal,0
2023-05-31,1,1.0,0.0,Normal,0
2023-06-02,1,1.0,0.0,Normal,0
2023-06-05,3,1.25,140.0,Anomaly,0
2023-06-07,2,1.33,50.38,Elevated,0
2023-06-09,1,1.3,-23.08,Normal,0
2023-06-14,2,1.44,38.89,Normal,0
2023-06-19,1,1.44,-30.56,Normal,0
2023-06-23,1,1.4,-28.57,Normal,0
2023-06-29,1,1.44,-30.56,Normal,0
2023-06-30,1,1.44,-30.56,Normal,0
2023-07-06,3,1.5,100.0,Elevated,0
2023-07-08,1,1.38,-27.54,Normal,0
2023-07-10,2,1.5,33.33,Normal,0
2023-07-13,31,4.78,548.54,Anomaly,0
2023-07-17,1,4.67,-78.59,Normal,0
2023-07-18,1,4.3,-76.74,Normal,0
2023-07-19,1,4.3,-76.74,Normal,0
2023-07-21,52,8.64,501.85,Anomaly,0
2023-07-26,1,8.64,-88.43,Normal,0
2023-08-01,2,9.5,-78.95,Normal,438
2023-08-03,2,8.82,-77.32,Normal,0
2023-08-08,3,9.6,-68.75,Normal,0
2023-08-11,2,9.6,-79.17,Normal,0
2023-08-13,1,6.6,-84.85,Normal,0
2023-08-17,1,7.22,-86.15,Normal,0
2023-08-18,1,7.22,-86.15,Normal,0
2023-08-20,1,1.56,-35.9,Normal,0
2023-08-21,2,1.6,25.0,Normal,0
2023-08-23,2,1.64,21.95,Normal,0
2023-08-25,2,1.73,15.61,Normal,0
2023-08-27,1,1.67,-40.12,Normal,0
2023-08-28,1,1.62,-38.27,Normal,0
2023-08-29,1,1.57,-36.31,Normal,0
2023-09-02,2,1.54,29.87,Normal,0
2023-09-04,1,1.5,-33.33,Normal,0
2023-09-05,2,1.53,30.72,Normal,0
2023-09-07,1,1.4,-28.57,Normal,0
2023-09-08,1,1.38,-27.54,Normal,0
2023-09-12,1,1.33,-24.81,Normal,0
2023-09-19,1,1.38,-27.54,Normal,0
2023-09-21,1,1.31,-23.66,Normal,0
2023-09-27,1,1.2,-16.67,Normal,0
2023-10-01,1,1.2,-16.67,Normal,412
2023-10-04,1,1.11,-9.91,Normal,0
2023-10-06,1,1.0,0.0,Normal,0
2023-10-09,1,1.0,0.0,Normal,0
2023-10-10,1,1.0,0.0,Normal,0
2023-10-11,1,1.0,0.0,Normal,0
2023-10-13,3,1.2,150.0,Anomaly,0
2023-10-23,1,1.22,-18.03,Normal,0
2023-10-24,1,1.2,-16.67,Normal,0
2023-10-25,1,1.18,-15.25,Normal,0
2023-10-30,1,1.18,-15.25,Normal,0
2023-10-31,1,1.18,-15.25,Normal,0
2023-11-06,1,1.2,-16.67,Normal,0
2023-11-10,1,1.25,-20.0,Normal,0
2023-11-14,1,1.0,0.0,Normal,0
2023-11-28,1,1.0,0.0,Normal,0
2023-12-04,2,1.2,66.67,Elevated,0
2023-12-06,1,1.2,-16.67,Normal,0
2023-12-11,1,1.2,-16.67,Normal,0
2023-12-13,1,1.17,-14.53,Normal,0
2023-12-18,1,1.17,-14.53,Normal,0
2023-12-19,2,1.29,55.04,Elevated,0
2023-12-27,2,1.38,44.93,Normal,0
